"Alexa","Consonant","Dataset","Dictionary","Digits","Entropy"
0.042118,0.718334,"acc093.00_43fc69daa5470531055d68e73a22155247edaa4d3d18fdcf203539c03d42e5fd.csv",0.076875,0.170833,2.462654
0.035625,0.723334,"acc094.00_7aa10f8ff2b26ae7a164f9f27f7fab228269bb4267b3a43cd34286e7ec4239a8.csv",0.0775,0.169166,2.459633
0.027813,0.667917,"acc094.50_33ea4b6bd9ac3c78e6d9aae39b78d95137aa37986cf54acf569f8d52411d733e.csv",0.078333,0.169999,2.455262
0.219479,0.665833,"acc029.12_e237937e2ce13264696123e02f80337bc46321b5f4b8e8d31befbfc4f5cb67a1.csv",0.4625,0.003333,2.390922
0.078368,0.814375,"acc068.38_aee17039c96b33fa8c1b88b67591be86f37ecf4bf8b6e3895c5cbc5de947abd4.csv",0.196042,0.054583,2.402895
0.212951,0.676459,"acc009.25_c0a4499bc9c3f3d9656c91d7d778b2fcd2911713322728f6a1b2b39de0ca2d56.csv",0.433125,8.33E-4,2.395867
0.158646,0.711042,"acc023.25_525eb78f109f49a7e50f97fdef1048e227466fb6395c964692fca68e9d69242c.csv",0.2925,0.0,2.381032
0.157361,0.706667,"acc024.00_25b19317b77e07bcc137032155bcd72dccc04fabf3ae5bf915792ee1694da89e.csv",0.295209,0.0,2.37582
0.146597,0.772292,"acc062.62_c76b8eec9b98c61bc4437ebf484c326a08fcab4fcc9c80d6aa8fb55f10fa5c17.csv",0.283333,0.00375,2.397534
0.159167,0.570208,"acc045.62_6a32bd477fcaf5eebe9e79406c2850ea13de54ad4266d8d9a8cb7b2c1ba4e876.csv",0.331458,0.004375,2.391654
0.201806,0.685625,"acc021.75_3c74b12cb85d28944752ace80219ee82841aabad62b6fea40c2c1af6726f7243.csv",0.417708,0.001875,2.368831
0.193924,0.701875,"acc059.25_80b650263a138eaf62c93daedf95d2d98bef894237fa048025bfbb72b1f68f7b.csv",0.52,0.00125,2.387227
0.095903,0.763333,"acc071.62_76b9497fb0a7a14c42f80dd37d93bda2e0076e8ac643dbb78e7d8a982b31e90b.csv",0.21375,0.045833,2.412432
0.036979,0.670001,"acc089.88_6049a3a4ed82793441ccbc0dcd924b7c4b9811050b9bc2e830e7f65e5f86a615.csv",0.09,0.21146,2.464272
0.097396,0.676459,"acc060.12_34638a03a52a17f6ab5903d2c4869c4a9187cd82a4367af9190921b477a71b67.csv",0.215417,0.117708,2.456513
0.054931,0.739375,"acc076.75_4f905d02ba7b4bef400065654e17ad841e5e930c459791261454e999f48ae9fc.csv",0.120208,0.128124,2.445152
0.062812,0.697709,"acc084.38_7d3216d1c1d42701c5795fab72b046ccd1a09d75e6ed899d3e0d6eb1bcdcffdd.csv",0.154375,0.107708,2.418524
0.189514,0.703334,"acc054.87_fe40e681b33624a1e6b65485557b622e5ac64852461a61ffb932ce49ac025aed.csv",0.522916,0.001875,2.382998
0.076181,0.743333,"acc072.00_e42f6fa8b59340d10bee5b5fe72e30d2e757a6bf1edb3ef1aa1242d7416b3077.csv",0.176042,0.08625,2.431709
0.223958,0.657083,"acc047.88_1b58fb3945071eff43ada8e5cda766bb328196ec9bf08f017b0e35d779037dbd.csv",0.529791,0.001458,2.411913
0.190833,0.708542,"acc051.00_b27308b235dc329e0c2aeb693c7f4eac135911220c2e1518f8bfc96106bc7bec.csv",0.447917,0.003333,2.399673
0.104826,0.775208,"acc063.38_3c1441308dabee6172f62a9c6b63d904dc05e3a2128c2afd6b7d694b1fe881a4.csv",0.309583,0.001875,2.406615
0.124618,0.698125,"acc040.62_aa7f251f41d197b07b2a5299e9c0a0e48bbb347b585957231e7bf0224e8fe2c3.csv",0.16125,0.004375,2.396252
0.213542,0.664375,"acc009.25_78127b1e200607aef370b5bbc08620a2b82f290e8fd5d41e5bee5e7ec4135bbb.csv",0.477708,4.17E-4,2.376487
0.031875,0.674375,"acc094.62_8310ab7fac1f4998618328fbe1b2a96c4bdae85cd789a0b5240170b87f03a5fd.csv",0.061458,0.225,2.346874
0.10184,0.711458,"acc070.38_b04d397c39dea4d6235e5ff32b460fefd440976510b00f38b1e070f77f225192.csv",0.220417,0.022708,2.407645
0.176007,0.689583,"acc030.50_4bfeb1c8941a963d21b3ad21f9ae5f5e9247ba69aca7ce68f65e4309af178cd5.csv",0.299167,0.005208,2.403005
0.176702,0.701875,"acc033.12_9874770d1af97bf6549f9000b7832be880f933637fbdc1400f5adb9eae77ea30.csv",0.306667,0.003542,2.413997
0.212813,0.651458,"acc008.12_6d30134b8557c8c4853b73f645e49a5ea00719a983604c95b0f6418e163c69fe.csv",0.551875,0.0,2.385349
0.104965,0.71,"acc071.25_c8a817dca885cb687f05b7fd07bea061c5ed59ab1746ec9c914033fd9e13f24e.csv",0.211042,0.05625,2.410922
0.214132,0.636458,"acc041.75_3a012748a47600774a1b0a8b4722ad38d504a691ba33b33c334e9bc236cecb52.csv",0.48375,0.00625,2.378421
0.200208,0.71,"acc058.50_c4c8de767d964a44f01ac678ce83e8906cdece78aaca7d63a32a024fb5a95f54.csv",0.455208,0.00375,2.385404
0.051111,0.807083,"acc073.25_c28be71dce2ce4852a6fa6e61a849a76dc0915143c496b328937d44fe11878f3.csv",0.097292,0.064375,2.433847
0.125486,0.709584,"acc014.88_98924983f5daf50b3f8de785c2397cc44ed49e3214346c984b6f3117b829a636.csv",0.220208,0.0,2.382855
0.111528,0.634166,"acc054.12_b1d9ea0e7e1b12b8b39c7ff829f501de9b8717de4dc856f2e6add8af2856e76c.csv",0.224792,0.097917,2.434469
0.205035,0.684584,"acc063.50_fcd29639387ab752d5839c04c71c82bbd93742dd9d6654acf958081309b1e7a1.csv",0.473333,0.00125,2.415199
0.202257,0.643958,"acc033.25_21a8c405ed5652c1b89fe5a7f4e278f9155a6788d4e866f0e25830c9ab70eca2.csv",0.464375,0.002083,2.384985
0.209028,0.63875,"acc043.50_f690f5fae358769cacc3a7c9fcbdd5d8c37f013cd00f0474b8628099da6502e8.csv",0.486666,0.005833,2.38019
0.168438,0.7125,"acc036.88_ae2df0ce341aeae0a6c18a7090fa5284e90ba33f9a8c24e3745076fecc22bc6c.csv",0.282292,0.003333,2.398635
0.073472,0.747084,"acc077.12_eb480dc23a45c279b455c1edcf294b5f67982e75355aeb88ca162d4e266f6008.csv",0.166667,0.055833,2.415404
0.196493,0.707292,"acc058.38_79609c612384cbadc2a8560d61d9a841b1324fa0f4159a36e70ec51304aec6b5.csv",0.44875,0.003333,2.375341
0.059653,0.773959,"acc089.00_6d9784c9dc25d83bb9f1d2091d1e778f2d01e4549f7f3602eff8e591d6637810.csv",0.127292,0.098125,2.424421
0.196007,0.686043,"acc037.25_3554b162639ba19f6ab9544e3807f62d1709a52f18ac51e388046669f5c173fa.csv",0.536666,0.001458,2.412282
0.031597,0.610625,"acc089.50_5f2d0f65482ffe829d24aab5a691540344822695a873554c408b847c0e77a8d4.csv",0.091667,0.272917,2.467393
0.145313,0.705,"acc055.62_ec6adf83d40df56b25b68eebbbe7dd136b2a6248cd7bd9da2b8a058caf1265b3.csv",0.244375,0.006042,2.390246
0.164653,0.706875,"acc018.50_7c490bf9036fe75f39a8e12bdc1b8654d0688df75ed874acc82f041a69d13456.csv",0.306042,0.00625,2.39593
0.084167,0.749376,"acc072.75_92441b48b09eead9247759f26ac95edbeb5eee3d9b75360e601188c1bc97a4ef.csv",0.188333,0.05625,2.439995
0.04,0.689792,"acc089.62_31088362a3399b6933cfd855f3efb4b96f6d53c2d60a129cf1396840e18678c9.csv",0.094167,0.128333,2.448848
0.038056,0.701668,"acc086.50_2b72e822abc6aced349bebdbe243c793287691a4dabb75e06d26dad2c62ae65a.csv",0.091875,0.1825,2.435671
0.20875,0.669375,"acc031.13_df8e6a1cab3e7370f8f99cf86477d76868d9b1c546d630c4ed1e075f54db0215.csv",0.43375,0.003333,2.398155
0.065555,0.733542,"acc076.75_674551783a981bf77c3f2281256177a0dc8fee35cbe16fab3c0d2e226e9bd1e0.csv",0.148125,0.106875,2.448487
0.18816,0.703751,"acc054.87_1e7690209cb2b3c04aee8fa1b9b93783ee22182eed77d609ea48cc634e39bbdf.csv",0.515416,0.001875,2.385135
0.131424,0.713958,"acc066.88_71d7ad1a60d5a0d0abd049b330c3f7e25c78074b1b3f97f51b985f490e7f7006.csv",0.325,0.006458,2.398619
0.045035,0.7375,"acc088.25_d68b076d49dc6befe1d71a19e2fa1cd641b17fa04e61a863e1354a54bb2cc38e.csv",0.085208,0.130208,2.440562
0.144792,0.787292,"acc062.12_5700af8388771fae95a17c3b7b966e098779c060bce44671e6c5eaa98d3ade3a.csv",0.276459,0.002917,2.402015
0.184583,0.719583,"acc024.50_4ec4d43395a58e981cdde0ff2af9ca35d68fcf70e2de40c39000a0e92de1c3ec.csv",0.370833,0.0,2.376448
0.126181,0.705209,"acc071.12_50ca7409583962ea1d46fdad8c19ee548890a422f48cd77eb14d583d3abc37af.csv",0.272917,0.005625,2.410514
0.190799,0.696042,"acc031.87_9e79cbb8e86ac13c2f24ebe8edd866cbbe53c3c3c3ce92f41bd99e27e7e340aa.csv",0.38375,0.001458,2.406746
0.033507,0.620207,"acc097.88_4c2d27c4988616ffdd600a72d09b5d5c2b89e8c5e3baff8a6d600ec9471bc140.csv",0.073958,0.285208,2.449578
0.12007,0.755209,"acc065.12_8f77665e68f8f05e4091007bcc5d428b11b7942c0a78854e1b21a55307126bc9.csv",0.213958,0.024167,2.403164
0.209792,0.637291,"acc040.75_1c8afe835350589d1a1040e067775860955a246079fde26ead4750ae6b63b2df.csv",0.490417,0.006667,2.385403
0.079479,0.710625,"acc072.12_2c7a8459b2b352f9d97b009e509f17298640daca71016493ef9d6040018ac9ee.csv",0.179375,0.0975,2.44432
0.192187,0.692292,"acc050.25_e657dda7709be8daf7922331a55a211036eecd5fe4343ae836106b44a02ae454.csv",0.380417,0.00375,2.398469
0.216111,0.650625,"acc061.75_9a90ce05e858346c3d82ea1dfa3a00d19c802a08059af7379c5a9bbf2d8f1357.csv",0.477083,0.001042,2.410828
0.030208,0.731667,"acc094.00_e0aba095019a5e0fa3d0538d6416345ce7cb1cc7bfab1c3462892eaba79d3154.csv",0.07,0.168333,2.449218
0.188854,0.719167,"acc032.75_9b66461ae4bb6c2f3f3ab93cdb5b6e16898fd485bd7d11cdba365134eea70a21.csv",0.451875,6.25E-4,2.396661
0.193472,0.708959,"acc035.62_00b41ad96bf7187d5f8c199794597629d25e80746544fd9003fa16a048d096c5.csv",0.47125,4.17E-4,2.395089
0.225625,0.653333,"acc045.75_2f2e4967059cb3c92fea761ad950a9431fef2ab21ab95c777e71dbd74d029f08.csv",0.541458,0.001042,2.417488
0.053333,0.736459,"acc080.62_3ec162d9b21291cfba53d3af067e2c2e12820a6bb92dbb00afeeed70bb1650c1.csv",0.102083,0.139375,2.453171
0.034722,0.723125,"acc094.00_3775b89cd81ace6a227ec2244a424e4c0577083fbbaee71915ca75ac607f8281.csv",0.082917,0.169166,2.464273
0.199167,0.7075,"acc054.62_f86e55f31235ca8aaaf2572fec33e917f524a4637f375fd435d6a5811f69e2f7.csv",0.449167,0.003333,2.378257
0.147327,0.71375,"acc008.38_4e3fc1e5383e6cb6eb12746913a17c4a3127161f15b5c1e4815332ae8c7b4fff.csv",0.254583,0.00375,2.405931
0.176667,0.6,"acc018.12_040c3a575ddd7a79cf9e4dc34a9064ec31d69887dc1496cfd5cedb94b30dda48.csv",0.41,0.002708,2.238233
0.144896,0.779791,"acc061.00_edec2f9c1089453b12a8fe8e92c1753d55305868329ca263602ac9586ad51371.csv",0.283333,0.003125,2.408894
0.164688,0.711875,"acc019.12_4b4fc15c657c1ad62abbcaa1fb77b6c33ff711d5b8abbc8f9375e20b6df8cc68.csv",0.305833,0.006875,2.400875
0.047639,0.701875,"acc089.12_fda6d15840e45c37005a918a733344dd4a7a5a44455c72263f8c8fb0cd290302.csv",0.114583,0.119375,2.431442
0.195834,0.705417,"acc058.00_bfc2336c78d42f0e6ea48f8da6500d7bf6fb5665f83ebdc4a8958f5ef1561b48.csv",0.448958,0.003333,2.380081
0.144375,0.716042,"acc053.00_76ad84cd1fbbaefb4ecc7686175cbb0da23f41059dd616bef8173ba0de87b037.csv",0.420833,0.0025,2.414673
0.154341,0.711251,"acc030.00_908ef136e4d08bc95c69bdbce95dbef2f5141e7dd672d9b88ce751ec6f7947cd.csv",0.290834,0.0,2.379735
0.161111,0.710834,"acc061.88_459d86b8fffeab0777eaa11d82e6dd7e045a82c855c6f4c7343dced94e432de2.csv",0.31875,0.005208,2.415356
0.18816,0.667709,"acc009.25_30ade21c33a4338612c5bcdde2d6b7881db0cc66b1752f9bbed09c00ce6cbd4b.csv",0.394583,0.00625,2.385701
0.210451,0.672709,"acc009.62_03e7f28b72bb2c9ce34af089e15518667f18efac59323ce174813df6530aa159.csv",0.507708,0.0,2.366063
0.034931,0.536458,"acc094.75_e6ca19943eec54786bbabec975c659537dbbd49ad92412b0e7ab8328b6871933.csv",0.086042,0.337707,2.492701
0.20559,0.672084,"acc030.63_e22de0c57852b501bd52b6c1248af0045d058405bbe21ff98688542fd733a7e4.csv",0.455417,0.003333,2.399515
0.037222,0.541457,"acc094.62_fb696f2bc4262776db8f05dff199500ea8643dd57d128ee7c984d933edec3320.csv",0.097083,0.336665,2.491922
0.135938,0.699583,"acc052.50_4774678cae8aa234897a2b9732cc769c1c396bc398f3b0e6b02eb567005e357a.csv",0.23,0.006667,2.393579
0.053542,0.734374,"acc076.50_540ec3401d4a370246c3d415c0a93fa6fc2bbc52d1080115f211070ba13851fb.csv",0.125208,0.127916,2.448226
0.163056,0.67375,"acc060.62_30db71ec54b77c6917708edbc48b768010ec8a449ee3e7f48eaca9c61917c33e.csv",0.406667,0.002917,2.388893
0.038924,0.61625,"acc091.12_411b19ded0e078a2bc421fd9df0275bcc8a0c3f7f765f43d534530037f13ee33.csv",0.086042,0.263126,2.474949
0.046111,0.774375,"acc089.75_3e070b52e4a32f9fbc9137163d9d05c5080df0ac91977faf38afd25c072c9524.csv",0.116667,0.107083,2.439059
0.126597,0.710626,"acc019.88_c1fd87a85bd41a49d9fbf72d57f45da393088d9180e5694b411b3a2d9c8985ce.csv",0.235833,0.0,2.393895
0.144375,0.798333,"acc062.88_b137b3df338ff7532338970012fa09029d13547d429069281f952410a91d2fe3.csv",0.278958,0.003125,2.394144
0.175521,0.517291,"acc033.38_37f301184127a8cd5a532090025342ebab076c0c4a7f5f9f0ff4fce1a6721984.csv",0.390208,0.003542,2.088649
0.227535,0.641666,"acc008.75_46d0b2d80d227e66589df55ccbddba04c087b79cdf9b25b77836d0494c1fc420.csv",0.489583,8.33E-4,2.379515
0.027708,0.685626,"acc095.12_44f5da4b2fea8e0223c97991bff4792ce13e749d8a399a273081d5e50a012abe.csv",0.07625,0.169374,2.469068
0.172083,0.515,"acc036.00_08327f504272e8a5313b6770f6bfe3f8416b4fd1b65400824605854bf0ad64d0.csv",0.384167,0.002917,2.077677
0.218854,0.665417,"acc009.88_b3d17be36c5d5c807ab11b6984c7d59d4c56b8d3d5bcd4f34450429c0635f181.csv",0.511666,0.001875,2.386488
0.198889,0.703125,"acc056.38_81143491aa85188bb6c6ee8fbfa6dab4bae72162b310673956e856e98e789033.csv",0.445208,0.003333,2.374507
0.167257,0.703958,"acc011.88_422d5fe202ff717ef0dbda78aea6d112fddf097d68a59a449a270c51943ee4a4.csv",0.312917,0.006042,2.408541
0.042222,0.708125,"acc094.00_b375dfdd4bdff1d383f1c4674abaf07985e2f712aab92684bf82775cb8a98314.csv",0.109792,0.169374,2.462079
0.203576,0.670834,"acc039.00_cd311c87dded97c7085beab395794cee092f0e2e12759e11d798c06e9e6e9616.csv",0.560625,0.001042,2.411291
0.189445,0.691459,"acc021.00_a5149a549206aaf169cae702c8d7bc40e0f374402dce2946da7922f495aaeb6b.csv",0.397917,0.001667,2.391293
0.048507,0.7175,"acc085.88_b92f496e918e18ee5d365cb32556ecff08e1b9ac56a15751928dc00eec87daf9.csv",0.100208,0.139375,2.459893
0.031424,0.665,"acc089.88_02ab19b113dc0ad857a622d2a9f5a25d3cfdc1a970ed07715fcf702ee1f58f6e.csv",0.067292,0.224169,2.489375
0.196944,0.709167,"acc056.75_dc60d280fd4ad7622bf70badfb9bcbbfc6e8af09d4a50c0cafd2dd4d104ef50a.csv",0.448125,0.003333,2.399467
0.128368,0.781249,"acc036.75_cbc09f056b1115e8b0390b30e1cffe93b905d0ab8a35f535e8b6526899307ec3.csv",0.276667,0.022083,2.404052
0.198924,0.6525,"acc022.25_dab9fcc58f7a16ad614381c68488e4ccb8368707083c9cb1b709357d66f746cf.csv",0.389792,0.002292,2.369256
0.176979,0.627709,"acc028.75_313db7cd51c883cab2062017b1fdc5b11add322c1f1a5bbb3a986f76adc63950.csv",0.355625,0.002708,2.337879
0.137709,0.704375,"acc024.00_006bbaf7a04a017ed10a85192dba2caf528d86d02a294d7a140c95facf228c0e.csv",0.384583,0.001042,2.388635
0.170278,0.693542,"acc036.62_57959e3f647d5ded642d67c1ef43be10dfae42609937cfac14d79fa9305aede1.csv",0.414167,0.001875,2.407182
0.194201,0.669375,"acc017.75_4d77ccaea6339123a4ae88b2d6c715592280b55e1e2ff9e594923342bb7cbbe6.csv",0.462083,0.005833,2.390811
0.222118,0.668541,"acc009.75_a8f218e34588a0fe62a71d59ba15acbb1253b55528d0f934fa942e5a40157cc1.csv",0.537708,0.006458,2.401803
0.094375,0.778333,"acc078.25_6b186c69ba3217e2db0679e77711889395c7dbc07060d93009458e10b66e4c74.csv",0.2175,0.036458,2.368405
0.037153,0.609583,"acc095.00_62ca0cc488fb5689a97417e54342983cb83637c0021d31ba33b5542fc70bf88e.csv",0.090833,0.169999,2.439374
0.167361,0.620833,"acc040.88_6ad327bcf3ef35da8cdaba75c98502efff94554f7369966449af998c1c4f3067.csv",0.315834,0.004167,2.396709
0.043403,0.735001,"acc089.88_f1f5545573037b11379cfe0a0fa560e6a01d9d970b16ce497be144c4cbd30d0e.csv",0.099583,0.141458,2.435616
0.215556,0.626666,"acc062.50_701bdb4ff2e91983e807d6ab22378fd914b946320cc810f0ec738261837d5917.csv",0.4725,0.001458,2.406088
0.166389,0.696876,"acc072.38_e55d983729f1a014a11420b3545472399128c69a570ec108951aa0d1bbde56c7.csv",0.349792,0.01375,2.383052
0.03316,0.724167,"acc089.75_bd257053948f32d16cb6c6a8296a3d8489ae2730bbcade6085601fff144ec308.csv",0.079583,0.169999,2.45167
0.035174,0.624792,"acc094.38_522d7bcf84bc417cee6cec9eb422519999fa07f08ecc1f57d2a2178493145ba2.csv",0.08625,0.169999,2.443281
0.132014,0.821667,"acc025.75_b9aaac252b04ab3e0d7767949c731fcdca278c6718f319c6109fa5437a5a49d2.csv",0.200833,0.002083,2.417802
0.226632,0.65125,"acc044.75_991b75c7b452f50e7b6f72a583cc267eac778b5918a8e4c6144d67cd2580bd6c.csv",0.517916,0.001667,2.408683
0.030556,0.718334,"acc095.38_3a7aedd29c1996654fa89b1d2eddb2ce9df1dcd7f11ca0572228ed6c0bfe9553.csv",0.065,0.183957,2.377439
0.206979,0.635833,"acc039.00_0691cc950b2121b3816aaffe82dca64f2c9ae943109b17a581d3e8510e88beb3.csv",0.482292,0.006875,2.386394
0.035069,0.545416,"acc095.62_0f64ae57629b786e6071dab076587099290fc5a60e5ae0bca155572cfdd7e81f.csv",0.086875,0.33729,2.48557
0.216181,0.634583,"acc037.75_eaa51fd71c73646ad5bcee960bec6d7a5bb1bd739104344701b26f1c3de56bc2.csv",0.489375,0.004583,2.364199
0.036319,0.601041,"acc096.00_b8a0bde55e9597ed389bc961877624d8af9fdeeb23844cbe9bcbb1bab899a6fd.csv",0.089583,0.169999,2.442189
0.185486,0.706459,"acc051.75_e414bed6cd5d85cb70e23a0b72a34820a71ffa059c34d1794751f707414cf688.csv",0.390625,0.003958,2.376386
0.191701,0.690417,"acc025.37_df3274f35fa0343c1aa16a13ad2754e6eddf0360e2d88712cd6c7e836e51730d.csv",0.379583,0.00125,2.403211
0.166563,0.691875,"acc030.75_50b141f27575739858acb667c0e28abf007e9f53128ae94e2f266ce5d2e7ed76.csv",0.302292,0.005625,2.410403
0.038368,0.687709,"acc089.00_dca33654fcc21f425790e9279742a89f426a09fa25891c853ac5b1263da9adc4.csv",0.085625,0.193334,2.45671
0.148854,0.716459,"acc051.75_6ed875ee53ab3cd75c198ab0f42a1a46b8b207daa1ce6d186b220f459f5e097b.csv",0.32875,0.001667,2.396072
0.035208,0.722709,"acc094.00_3e9d425d8f1e205ef2906ff926bb1aab48e0a51b2cc725b31121f4fb748046bb.csv",0.073958,0.169166,2.461246
0.183854,0.703125,"acc051.25_b27534729cb1365b5a9b03ce38655f950a6c5a28befce8df95f9746a08a881dc.csv",0.43875,0.002708,2.417078
0.040417,0.715625,"acc096.38_2d99745794ae6fba065777cb9a22a598aff2150d8eae255dcc25ca17546a5435.csv",0.087708,0.166666,2.452857
0.212361,0.660625,"acc008.75_72fdce3cd1ca6920b3bb5ae9ac1ed33eb6fd7221447ef5369fc1e409e343b6c1.csv",0.447917,0.003958,2.356016
0.16625,0.706875,"acc008.25_6392cbd047946ac7c58103c7a4b9f84e6d1b6155f5e6fc930b6107aa48ab1c86.csv",0.304792,0.005,2.404319
0.110035,0.721667,"acc068.75_02033f8dbd3c10ff3bc22e72b2e94f8d95dcb0667e7039aa90032b143524943f.csv",0.265417,0.023125,2.384719
0.192222,0.666458,"acc034.38_0e2c07183254b01b209d4f03db2d4eb75aa230229b7c37b09631c8d9f65665ed.csv",0.452083,0.002708,2.379831
0.193542,0.703542,"acc058.63_ceefdace3e8f75c933c418c00b7654513d5abf0c31d7db70652297f0a318ba54.csv",0.518958,0.001875,2.38493
0.153403,0.710833,"acc042.75_bf3471fc85af8a418303ff32bb7e67aa82b40d05e123ad9ba74f2d1de5603697.csv",0.25625,0.003542,2.421867
0.036042,0.729167,"acc094.00_ba845097719dfb33375c3bba51c8c252379052c6f222ee4df26bd3283b63854d.csv",0.078333,0.170416,2.465468
0.143959,0.69,"acc051.25_ea1b53a6b7b4a8d84a8c1556b5aa43da46713f92933088ea65b6bef0fe405794.csv",0.236042,0.007083,2.408423
0.200938,0.711042,"acc032.25_c91e50dbdbfcc8f1984604d40e829133658668b84e7cfef9d0bedce15148891d.csv",0.46375,0.0,2.381386
0.129688,0.695834,"acc043.75_8b56999d816c29555a3ca3fd57e6fbb96d364015b141344ce84517a0c2a22b0e.csv",0.164792,0.005833,2.396928
0.039583,0.722709,"acc095.25_5bdf1d4672ded1b2b19a68e684731f28ded103786ea4b03aaa605aad50bda855.csv",0.082292,0.171458,2.447912
0.184167,0.713125,"acc057.25_5c665aef18a1200d2432bca69346df407a116b41d4a606e11073964c5bc199a8.csv",0.440208,0.003333,2.403745
0.123472,0.726042,"acc051.38_72ff17ba29ede64f690633979b0e70dd550ccacd0f2b033d8fa332783d061309.csv",0.208542,0.007083,2.406339
0.150521,0.715417,"acc009.62_f89c332a47553ec797288f5a3dbce4b3c44f8212dacbdc03b98330405d66ea5d.csv",0.25375,0.003333,2.400718
0.031806,0.725209,"acc089.25_d49d8b119073a85d690fa45d735a3e6b9b7530725c737afb7f8d2a15938b667d.csv",0.077083,0.170416,2.451199
0.164202,0.6075,"acc044.00_3b639770022c4495d39d292003f2085c552ad61141e886021b771fb230c9f264.csv",0.310208,0.003958,2.405097
0.159931,0.678334,"acc019.88_025b587e4a8139b138f84096485212ae2ce56fb77b55f6bfaf900925af0462a1.csv",0.435208,0.002708,2.395663
0.167222,0.522291,"acc034.50_640a281348d7d94a821822d4726835641e5d26f6173f11643136beafbb2c1d65.csv",0.36625,0.003333,2.090528
0.200104,0.66125,"acc063.00_b2c10e71b20aed6aaa962631a6b6be5e81cf5f5a763f08418200f98ab2251425.csv",0.422292,0.001458,2.425726
0.226736,0.655417,"acc043.38_d5838c18a8082981e9bca5e164d0347c898988578cece71c4448307590af1171.csv",0.548125,0.001875,2.416339
0.049826,0.615416,"acc076.00_8c72b4ed6b885e8c47857b60d877373f802f9bd9fe30e774b44e5f443b62d681.csv",0.107292,0.244167,2.458958
0.207882,0.681667,"acc009.75_dc626787db133b6ec6e6658a8919852f90f1d5ed27c86491c3825f87d92f4b38.csv",0.495208,0.005208,2.378517
0.173438,0.699167,"acc054.00_82e203d93397849d6ef8f2c62cea67ba1becebc1072c1a14eb46b2d1dae82639.csv",0.415,4.17E-4,2.402793
0.137917,0.788125,"acc024.00_8247357e0daee36e870591a4c4e08370fb3f3367d686ccdb67e0581f883cc579.csv",0.246667,8.33E-4,2.408266
0.185486,0.714375,"acc054.87_71670e1057b9a683ee467bba8b0779623f64e4b2c6e165b65d0760f92ada8fbf.csv",0.443542,0.003333,2.406088
0.192743,0.71125,"acc009.88_bf14854e82ad51d3f97d227517c2cdd9e671145eca8841baddcbd3a503758ac7.csv",0.451042,6.25E-4,2.403117
0.133959,0.821458,"acc024.88_0872abc47cc29bbae2a3958fd699d56bf37902d1f54e14e74edc49588e0813a1.csv",0.221875,8.33E-4,2.415978
0.166493,0.711042,"acc032.88_e1339022e80a6a4ca450aa161456c681aa5411a55061e3a709a0f5ed781066d5.csv",0.290625,0.004583,2.398948
0.212257,0.668124,"acc009.88_92937c32ec366e9dc1aa4fee0c825380f6fd8ca47160584aaefde744576433b6.csv",0.453542,0.001458,2.412651
0.212535,0.56875,"acc009.38_c06aeae191a759a256d9e0cf09a4a554f677404b501965ee9466e8390ee57fcc.csv",0.495416,0.0,2.248774
0.085208,0.723333,"acc050.00_790f542ab1d6d2b54f9d7bc0eebf96d98252714a849ff475d749ee51856b608e.csv",0.176458,0.107708,2.427755
0.159583,0.707709,"acc052.50_67503aab514c67b1de9ada17e30766eb54b213b66a8db5ee630b3b669a18f040.csv",0.358125,0.002083,2.391701
0.036458,0.721667,"acc093.62_66b6b820d43db61c74774d973324e2c02880106384fa8d44f78646754d4761ec.csv",0.08625,0.166666,2.46182
0.214722,0.475417,"acc016.38_1b1fe3998207613d347e190609f8a9e64ee43babbd7bf6e7f2eb2ebc5ad57141.csv",0.580625,0.0025,2.079424
0.19125,0.705417,"acc062.62_842a713676f9579f972614b2ed9473dd7532ed183e91925931bbc9a035af0f6d.csv",0.497083,0.002292,2.392596
0.170313,0.741042,"acc062.88_f7200b2958f681117cc47071c60562e5b2400e40b23947d59186e162ca24422d.csv",0.356042,0.002083,2.414625
0.205625,0.649583,"acc037.75_87cd3c8dc0118f0bd5e1aaf015b0ded04eb300d04bbe129ef26be487e799733d.csv",0.464583,0.0025,2.363006
0.194688,0.6775,"acc009.00_1a42ea264e593f02f0da48674ad1e7f1b7b54ab337fa22589fd672cb2f86dd75.csv",0.44875,0.00375,2.400088
0.189271,0.666041,"acc021.62_49a36fe444aa8318292a692a113349c56721c8f3dcd5244b1f7053759fbdb459.csv",0.359375,0.003125,2.373415
0.136945,0.700208,"acc026.50_d65a281f3290594134f031d7827c99bec3edcb6d59190856654dd48b3ca4856e.csv",0.380417,6.25E-4,2.403636
0.085,0.77875,"acc070.25_6126f55bb3b500773a8c6a6fa11bd72775a5b899ca40de97f5badcfed01fb1c6.csv",0.197292,0.034375,2.404719
0.211215,0.650833,"acc040.25_2ccd0108c56fd52ae60b8a89e8de41c78cf01bb0f3669c15763ad74548d7e112.csv",0.473541,0.004792,2.380977
0.174757,0.512708,"acc009.75_be4a0fe8d16e5b97b42bd62bc8d86eb879ab23530a9373449ebf4f8823836703.csv",0.517083,0.004375,2.08902
0.037083,0.719793,"acc095.00_65216f06e49216166ea039c85cfef3534bcd5e331ab245048aa1825a22712878.csv",0.086667,0.166666,2.442801
